id name
0 leave_game
1 play_time
2 total_world_time
3 time_since_death
4 time_since_rest
5 sneak_time
6 walk_one_cm
7 crouch_one_cm
8 sprint_one_cm
9 walk_on_water_one_cm
10 fall_one_cm
11 climb_one_cm
12 fly_one_cm
13 walk_under_water_one_cm
14 minecart_one_cm
15 boat_one_cm
16 pig_one_cm
17 horse_one_cm
18 aviate_one_cm
19 swim_one_cm
20 strider_one_cm
21 jump
22 drop
23 damage_dealt
24 damage_dealt_absorbed
25 damage_dealt_resisted
26 damage_taken
27 damage_blocked_by_shield
28 damage_absorbed
29 damage_resisted
30 deaths
31 mob_kills
32 animals_bred
33 player_kills
34 fish_caught
35 talked_to_villager
36 traded_with_villager
37 eat_cake_slice
38 fill_cauldron
39 use_cauldron
40 clean_armor
41 clean_banner
42 clean_shulker_box
43 interact_with_brewingstand
44 interact_with_beacon
45 inspect_dropper
46 inspect_hopper
47 inspect_dispenser
48 play_noteblock
49 tune_noteblock
50 pot_flower
51 trigger_trapped_chest
52 open_enderchest
53 enchant_item
54 play_record
55 interact_with_furnace
56 interact_with_crafting_table
57 open_chest
58 sleep_in_bed
59 open_shulker_box
60 open_barrel
61 interact_with_blast_furnace
62 interact_with_smoker
63 interact_with_lectern
64 interact_with_campfire
65 interact_with_cartography_table
66 interact_with_loom
67 interact_with_stonecutter
68 bell_ring
69 raid_trigger
70 raid_win
71 interact_with_anvil
72 interact_with_grindstone
73 target_hit
74 interact_with_smithing_table
