class id name
AbstractArrow 8 flags
AbstractArrow 9 pierce_level
AbstractChestedHorse 19 chest
AbstractFish 16 from_bucket
AbstractHorse 17 flags
AbstractHorse 18 owner_uuid
AbstractMinecart 8 hurt
AbstractMinecart 9 hurtdir
AbstractMinecart 10 damage
AbstractMinecart 11 display_block
AbstractMinecart 12 display_offset
AbstractMinecart 13 custom_display
AbstractPiglin 16 immune_to_zombification
AbstractVillager 17 unhappy_counter
AgeableMob 16 baby
Entity 0 shared_flags
Entity 1 air_supply
Entity 2 custom_name
Entity 3 custom_name_visible
Entity 4 silent
Entity 5 no_gravity
Entity 6 pose
Entity 7 ticks_frozen
Fireball 8 item_stack
LivingEntity 8 living_entity_flags
LivingEntity 9 health
LivingEntity 10 effect_color
LivingEntity 11 effect_ambience
LivingEntity 12 arrow_count
LivingEntity 13 stinger_count
LivingEntity 14 sleeping_pos
Mob 15 mob_flags
Raider 16 is_celebrating
SpellcasterIllager 17 spell_casting
TamableAnimal 17 flags
TamableAnimal 18 owneruuid
ThrowableItemProjectile 8 item_stack
minecraft:area_effect_cloud 8 radius
minecraft:area_effect_cloud 9 color
minecraft:area_effect_cloud 10 waiting
minecraft:area_effect_cloud 11 particle
minecraft:armor_stand 15 client_flags
minecraft:armor_stand 16 head_pose
minecraft:armor_stand 17 body_pose
minecraft:armor_stand 18 left_arm_pose
minecraft:armor_stand 19 right_arm_pose
minecraft:armor_stand 20 left_leg_pose
minecraft:armor_stand 21 right_leg_pose
minecraft:arrow 10 effect_color
minecraft:axolotl 17 variant
minecraft:axolotl 18 playing_dead
minecraft:axolotl 19 from_bucket
minecraft:bat 16 flags
minecraft:bee 17 flags
minecraft:bee 18 remaining_anger_time
minecraft:blaze 16 flags
minecraft:boat 8 hurt
minecraft:boat 9 hurtdir
minecraft:boat 10 damage
minecraft:boat 11 type
minecraft:boat 12 paddle_left
minecraft:boat 13 paddle_right
minecraft:boat 14 bubble_time
minecraft:cat 19 variant
minecraft:cat 20 is_lying
minecraft:cat 21 relax_state_one
minecraft:cat 22 collar_color
minecraft:command_block_minecart 14 command_name
minecraft:command_block_minecart 15 last_output
minecraft:creeper 16 swell_dir
minecraft:creeper 17 is_powered
minecraft:creeper 18 is_ignited
minecraft:dolphin 16 treasure_pos
minecraft:dolphin 17 got_fish
minecraft:dolphin 18 moistness_level
minecraft:end_crystal 8 beam_target
minecraft:end_crystal 9 show_bottom
minecraft:ender_dragon 16 phase
minecraft:enderman 16 carry_state
minecraft:enderman 17 creepy
minecraft:enderman 18 stared_at
minecraft:eye_of_ender 8 item_stack
minecraft:falling_block 8 start_pos
minecraft:firework_rocket 8 fireworks_item
minecraft:firework_rocket 9 attached_to_target
minecraft:firework_rocket 10 shot_at_angle
minecraft:fishing_bobber 8 hooked_entity
minecraft:fishing_bobber 9 biting
minecraft:fox 17 type
minecraft:fox 18 flags
minecraft:fox 19 trusted_0
minecraft:fox 20 trusted_1
minecraft:furnace_minecart 14 fuel
minecraft:ghast 16 is_charging
minecraft:glow_squid 16 dark_ticks_remaining
minecraft:goat 17 is_screaming_goat
minecraft:goat 18 has_left_horn
minecraft:goat 19 has_right_horn
minecraft:guardian 16 moving
minecraft:guardian 17 attack_target
minecraft:hoglin 17 immune_to_zombification
minecraft:horse 19 type_variant
minecraft:iron_golem 16 flags
minecraft:item 8 item
minecraft:item_frame 8 item
minecraft:item_frame 9 rotation
minecraft:llama 20 strength
minecraft:llama 21 swag
minecraft:llama 22 variant
minecraft:mooshroom 17 type
minecraft:ocelot 17 trusting
minecraft:painting 8 painting_variant
minecraft:panda 17 unhappy_counter
minecraft:panda 18 sneeze_counter
minecraft:panda 19 eat_counter
minecraft:panda 20 main_gene
minecraft:panda 21 hidden_gene
minecraft:panda 22 flags
minecraft:parrot 19 variant
minecraft:phantom 16 size
minecraft:pig 17 saddle
minecraft:pig 18 boost_time
minecraft:piglin 17 baby
minecraft:piglin 18 is_charging_crossbow
minecraft:piglin 19 is_dancing
minecraft:pillager 17 is_charging_crossbow
minecraft:player 15 player_absorption
minecraft:player 16 score
minecraft:player 17 player_mode_customisation
minecraft:player 18 player_main_hand
minecraft:player 19 shoulder_left
minecraft:player 20 shoulder_right
minecraft:polar_bear 17 standing
minecraft:pufferfish 17 puff_state
minecraft:rabbit 17 type
minecraft:sheep 17 wool
minecraft:shulker 16 attach_face
minecraft:shulker 17 peek
minecraft:shulker 18 color
minecraft:skeleton 16 stray_conversion
minecraft:slime 16 size
minecraft:snow_golem 16 pumpkin
minecraft:spider 16 flags
minecraft:strider 17 boost_time
minecraft:strider 18 suffocating
minecraft:strider 19 saddle
minecraft:tnt 8 fuse
minecraft:trident 10 loyalty
minecraft:trident 11 foil
minecraft:tropical_fish 17 type_variant
minecraft:turtle 17 home_pos
minecraft:turtle 18 has_egg
minecraft:turtle 19 laying_egg
minecraft:turtle 20 travel_pos
minecraft:turtle 21 going_home
minecraft:turtle 22 travelling
minecraft:vex 16 flags
minecraft:villager 18 villager
minecraft:witch 17 using_item
minecraft:wither 16 target_a
minecraft:wither 17 target_b
minecraft:wither 18 target_c
minecraft:wither 19 inv
minecraft:wither_skull 8 dangerous
minecraft:wolf 19 interested
minecraft:wolf 20 collar_color
minecraft:wolf 21 remaining_anger_time
minecraft:zoglin 16 baby
minecraft:zombie 16 baby
minecraft:zombie 17 special_type
minecraft:zombie 18 drowned_conversion
minecraft:zombie_villager 19 converting
minecraft:zombie_villager 20 villager
