id name
0 area_effect_cloud
1 armor_stand
2 arrow
3 bat
4 bee
5 blaze
6 boat
7 cat
8 cave_spider
9 chicken
10 cod
11 cow
12 creeper
13 dolphin
14 donkey
15 dragon_fireball
16 drowned
17 elder_guardian
18 end_crystal
19 ender_dragon
20 enderman
21 endermite
22 evoker
23 evoker_fangs
24 experience_orb
25 eye_of_ender
26 falling_block
27 firework_rocket
28 fox
29 ghast
30 giant
31 guardian
32 hoglin
33 horse
34 husk
35 illusioner
36 iron_golem
37 item
38 item_frame
39 fireball
40 leash_knot
41 lightning_bolt
42 llama
43 llama_spit
44 magma_cube
45 minecart
46 chest_minecart
47 command_block_minecart
48 furnace_minecart
49 hopper_minecart
50 spawner_minecart
51 tnt_minecart
52 mule
53 mooshroom
54 ocelot
55 painting
56 panda
57 parrot
58 phantom
59 pig
60 piglin
61 piglin_brute
62 pillager
63 polar_bear
64 tnt
65 pufferfish
66 rabbit
67 ravager
68 salmon
69 sheep
70 shulker
71 shulker_bullet
72 silverfish
73 skeleton
74 skeleton_horse
75 slime
76 small_fireball
77 snow_golem
78 snowball
79 spectral_arrow
80 spider
81 squid
82 stray
83 strider
84 egg
85 ender_pearl
86 experience_bottle
87 potion
88 trident
89 trader_llama
90 tropical_fish
91 turtle
92 vex
93 villager
94 vindicator
95 wandering_trader
96 witch
97 wither
98 wither_skeleton
99 wither_skull
100 wolf
101 zoglin
102 zombie
103 zombie_horse
104 zombie_villager
105 zombified_piglin
106 player
107 fishing_bobber
108 axolotl
109 glow_item_frame
110 glow_squid
111 goat
112 marker
