id name
0 air
1 stone
2 granite
3 polished_granite
4 diorite
5 polished_diorite
6 andesite
7 polished_andesite
8 grass_block
9 dirt
10 coarse_dirt
11 podzol
12 crimson_nylium
13 warped_nylium
14 cobblestone
15 oak_planks
16 spruce_planks
17 birch_planks
18 jungle_planks
19 acacia_planks
20 dark_oak_planks
21 crimson_planks
22 warped_planks
23 oak_sapling
24 spruce_sapling
25 birch_sapling
26 jungle_sapling
27 acacia_sapling
28 dark_oak_sapling
29 bedrock
30 sand
31 red_sand
32 gravel
33 gold_ore
34 iron_ore
35 coal_ore
36 nether_gold_ore
37 oak_log
38 spruce_log
39 birch_log
40 jungle_log
41 acacia_log
42 dark_oak_log
43 crimson_stem
44 warped_stem
45 stripped_oak_log
46 stripped_spruce_log
47 stripped_birch_log
48 stripped_jungle_log
49 stripped_acacia_log
50 stripped_dark_oak_log
51 stripped_crimson_stem
52 stripped_warped_stem
53 stripped_oak_wood
54 stripped_spruce_wood
55 stripped_birch_wood
56 stripped_jungle_wood
57 stripped_acacia_wood
58 stripped_dark_oak_wood
59 stripped_crimson_hyphae
60 stripped_warped_hyphae
61 oak_wood
62 spruce_wood
63 birch_wood
64 jungle_wood
65 acacia_wood
66 dark_oak_wood
67 crimson_hyphae
68 warped_hyphae
69 oak_leaves
70 spruce_leaves
71 birch_leaves
72 jungle_leaves
73 acacia_leaves
74 dark_oak_leaves
75 sponge
76 wet_sponge
77 glass
78 lapis_ore
79 lapis_block
80 dispenser
81 sandstone
82 chiseled_sandstone
83 cut_sandstone
84 note_block
85 powered_rail
86 detector_rail
87 sticky_piston
88 cobweb
89 grass
90 fern
91 dead_bush
92 seagrass
93 sea_pickle
94 piston
95 white_wool
96 orange_wool
97 magenta_wool
98 light_blue_wool
99 yellow_wool
100 lime_wool
101 pink_wool
102 gray_wool
103 light_gray_wool
104 cyan_wool
105 purple_wool
106 blue_wool
107 brown_wool
108 green_wool
109 red_wool
110 black_wool
111 dandelion
112 poppy
113 blue_orchid
114 allium
115 azure_bluet
116 red_tulip
117 orange_tulip
118 white_tulip
119 pink_tulip
120 oxeye_daisy
121 cornflower
122 lily_of_the_valley
123 wither_rose
124 brown_mushroom
125 red_mushroom
126 crimson_fungus
127 warped_fungus
128 crimson_roots
129 warped_roots
130 nether_sprouts
131 weeping_vines
132 twisting_vines
133 sugar_cane
134 kelp
135 bamboo
136 gold_block
137 iron_block
138 oak_slab
139 spruce_slab
140 birch_slab
141 jungle_slab
142 acacia_slab
143 dark_oak_slab
144 crimson_slab
145 warped_slab
146 stone_slab
147 smooth_stone_slab
148 sandstone_slab
149 cut_sandstone_slab
150 petrified_oak_slab
151 cobblestone_slab
152 brick_slab
153 stone_brick_slab
154 nether_brick_slab
155 quartz_slab
156 red_sandstone_slab
157 cut_red_sandstone_slab
158 purpur_slab
159 prismarine_slab
160 prismarine_brick_slab
161 dark_prismarine_slab
162 smooth_quartz
163 smooth_red_sandstone
164 smooth_sandstone
165 smooth_stone
166 bricks
167 tnt
168 bookshelf
169 mossy_cobblestone
170 obsidian
171 torch
172 end_rod
173 chorus_plant
174 chorus_flower
175 purpur_block
176 purpur_pillar
177 purpur_stairs
178 spawner
179 oak_stairs
180 chest
181 diamond_ore
182 diamond_block
183 crafting_table
184 farmland
185 furnace
186 ladder
187 rail
188 cobblestone_stairs
189 lever
190 stone_pressure_plate
191 oak_pressure_plate
192 spruce_pressure_plate
193 birch_pressure_plate
194 jungle_pressure_plate
195 acacia_pressure_plate
196 dark_oak_pressure_plate
197 crimson_pressure_plate
198 warped_pressure_plate
199 polished_blackstone_pressure_plate
200 redstone_ore
201 redstone_torch
202 snow
203 ice
204 snow_block
205 cactus
206 clay
207 jukebox
208 oak_fence
209 spruce_fence
210 birch_fence
211 jungle_fence
212 acacia_fence
213 dark_oak_fence
214 crimson_fence
215 warped_fence
216 pumpkin
217 carved_pumpkin
218 netherrack
219 soul_sand
220 soul_soil
221 basalt
222 polished_basalt
223 soul_torch
224 glowstone
225 jack_o_lantern
226 oak_trapdoor
227 spruce_trapdoor
228 birch_trapdoor
229 jungle_trapdoor
230 acacia_trapdoor
231 dark_oak_trapdoor
232 crimson_trapdoor
233 warped_trapdoor
234 infested_stone
235 infested_cobblestone
236 infested_stone_bricks
237 infested_mossy_stone_bricks
238 infested_cracked_stone_bricks
239 infested_chiseled_stone_bricks
240 stone_bricks
241 mossy_stone_bricks
242 cracked_stone_bricks
243 chiseled_stone_bricks
244 brown_mushroom_block
245 red_mushroom_block
246 mushroom_stem
247 iron_bars
248 chain
249 glass_pane
250 melon
251 vine
252 oak_fence_gate
253 spruce_fence_gate
254 birch_fence_gate
255 jungle_fence_gate
256 acacia_fence_gate
257 dark_oak_fence_gate
258 crimson_fence_gate
259 warped_fence_gate
260 brick_stairs
261 stone_brick_stairs
262 mycelium
263 lily_pad
264 nether_bricks
265 cracked_nether_bricks
266 chiseled_nether_bricks
267 nether_brick_fence
268 nether_brick_stairs
269 enchanting_table
270 end_portal_frame
271 end_stone
272 end_stone_bricks
273 dragon_egg
274 redstone_lamp
275 sandstone_stairs
276 emerald_ore
277 ender_chest
278 tripwire_hook
279 emerald_block
280 spruce_stairs
281 birch_stairs
282 jungle_stairs
283 crimson_stairs
284 warped_stairs
285 command_block
286 beacon
287 cobblestone_wall
288 mossy_cobblestone_wall
289 brick_wall
290 prismarine_wall
291 red_sandstone_wall
292 mossy_stone_brick_wall
293 granite_wall
294 stone_brick_wall
295 nether_brick_wall
296 andesite_wall
297 red_nether_brick_wall
298 sandstone_wall
299 end_stone_brick_wall
300 diorite_wall
301 blackstone_wall
302 polished_blackstone_wall
303 polished_blackstone_brick_wall
304 stone_button
305 oak_button
306 spruce_button
307 birch_button
308 jungle_button
309 acacia_button
310 dark_oak_button
311 crimson_button
312 warped_button
313 polished_blackstone_button
314 anvil
315 chipped_anvil
316 damaged_anvil
317 trapped_chest
318 light_weighted_pressure_plate
319 heavy_weighted_pressure_plate
320 daylight_detector
321 redstone_block
322 nether_quartz_ore
323 hopper
324 chiseled_quartz_block
325 quartz_block
326 quartz_bricks
327 quartz_pillar
328 quartz_stairs
329 activator_rail
330 dropper
331 white_terracotta
332 orange_terracotta
333 magenta_terracotta
334 light_blue_terracotta
335 yellow_terracotta
336 lime_terracotta
337 pink_terracotta
338 gray_terracotta
339 light_gray_terracotta
340 cyan_terracotta
341 purple_terracotta
342 blue_terracotta
343 brown_terracotta
344 green_terracotta
345 red_terracotta
346 black_terracotta
347 barrier
348 iron_trapdoor
349 hay_block
350 white_carpet
351 orange_carpet
352 magenta_carpet
353 light_blue_carpet
354 yellow_carpet
355 lime_carpet
356 pink_carpet
357 gray_carpet
358 light_gray_carpet
359 cyan_carpet
360 purple_carpet
361 blue_carpet
362 brown_carpet
363 green_carpet
364 red_carpet
365 black_carpet
366 terracotta
367 coal_block
368 packed_ice
369 acacia_stairs
370 dark_oak_stairs
371 slime_block
372 dirt_path
373 sunflower
374 lilac
375 rose_bush
376 peony
377 tall_grass
378 large_fern
379 white_stained_glass
380 orange_stained_glass
381 magenta_stained_glass
382 light_blue_stained_glass
383 yellow_stained_glass
384 lime_stained_glass
385 pink_stained_glass
386 gray_stained_glass
387 light_gray_stained_glass
388 cyan_stained_glass
389 purple_stained_glass
390 blue_stained_glass
391 brown_stained_glass
392 green_stained_glass
393 red_stained_glass
394 black_stained_glass
395 white_stained_glass_pane
396 orange_stained_glass_pane
397 magenta_stained_glass_pane
398 light_blue_stained_glass_pane
399 yellow_stained_glass_pane
400 lime_stained_glass_pane
401 pink_stained_glass_pane
402 gray_stained_glass_pane
403 light_gray_stained_glass_pane
404 cyan_stained_glass_pane
405 purple_stained_glass_pane
406 blue_stained_glass_pane
407 brown_stained_glass_pane
408 green_stained_glass_pane
409 red_stained_glass_pane
410 black_stained_glass_pane
411 prismarine
412 prismarine_bricks
413 dark_prismarine
414 prismarine_stairs
415 prismarine_brick_stairs
416 dark_prismarine_stairs
417 sea_lantern
418 red_sandstone
419 chiseled_red_sandstone
420 cut_red_sandstone
421 red_sandstone_stairs
422 repeating_command_block
423 chain_command_block
424 magma_block
425 nether_wart_block
426 warped_wart_block
427 red_nether_bricks
428 bone_block
429 structure_void
430 observer
431 shulker_box
432 white_shulker_box
433 orange_shulker_box
434 magenta_shulker_box
435 light_blue_shulker_box
436 yellow_shulker_box
437 lime_shulker_box
438 pink_shulker_box
439 gray_shulker_box
440 light_gray_shulker_box
441 cyan_shulker_box
442 purple_shulker_box
443 blue_shulker_box
444 brown_shulker_box
445 green_shulker_box
446 red_shulker_box
447 black_shulker_box
448 white_glazed_terracotta
449 orange_glazed_terracotta
450 magenta_glazed_terracotta
451 light_blue_glazed_terracotta
452 yellow_glazed_terracotta
453 lime_glazed_terracotta
454 pink_glazed_terracotta
455 gray_glazed_terracotta
456 light_gray_glazed_terracotta
457 cyan_glazed_terracotta
458 purple_glazed_terracotta
459 blue_glazed_terracotta
460 brown_glazed_terracotta
461 green_glazed_terracotta
462 red_glazed_terracotta
463 black_glazed_terracotta
464 white_concrete
465 orange_concrete
466 magenta_concrete
467 light_blue_concrete
468 yellow_concrete
469 lime_concrete
470 pink_concrete
471 gray_concrete
472 light_gray_concrete
473 cyan_concrete
474 purple_concrete
475 blue_concrete
476 brown_concrete
477 green_concrete
478 red_concrete
479 black_concrete
480 white_concrete_powder
481 orange_concrete_powder
482 magenta_concrete_powder
483 light_blue_concrete_powder
484 yellow_concrete_powder
485 lime_concrete_powder
486 pink_concrete_powder
487 gray_concrete_powder
488 light_gray_concrete_powder
489 cyan_concrete_powder
490 purple_concrete_powder
491 blue_concrete_powder
492 brown_concrete_powder
493 green_concrete_powder
494 red_concrete_powder
495 black_concrete_powder
496 turtle_egg
497 dead_tube_coral_block
498 dead_brain_coral_block
499 dead_bubble_coral_block
500 dead_fire_coral_block
501 dead_horn_coral_block
502 tube_coral_block
503 brain_coral_block
504 bubble_coral_block
505 fire_coral_block
506 horn_coral_block
507 tube_coral
508 brain_coral
509 bubble_coral
510 fire_coral
511 horn_coral
512 dead_brain_coral
513 dead_bubble_coral
514 dead_fire_coral
515 dead_horn_coral
516 dead_tube_coral
517 tube_coral_fan
518 brain_coral_fan
519 bubble_coral_fan
520 fire_coral_fan
521 horn_coral_fan
522 dead_tube_coral_fan
523 dead_brain_coral_fan
524 dead_bubble_coral_fan
525 dead_fire_coral_fan
526 dead_horn_coral_fan
527 blue_ice
528 conduit
529 polished_granite_stairs
530 smooth_red_sandstone_stairs
531 mossy_stone_brick_stairs
532 polished_diorite_stairs
533 mossy_cobblestone_stairs
534 end_stone_brick_stairs
535 stone_stairs
536 smooth_sandstone_stairs
537 smooth_quartz_stairs
538 granite_stairs
539 andesite_stairs
540 red_nether_brick_stairs
541 polished_andesite_stairs
542 diorite_stairs
543 polished_granite_slab
544 smooth_red_sandstone_slab
545 mossy_stone_brick_slab
546 polished_diorite_slab
547 mossy_cobblestone_slab
548 end_stone_brick_slab
549 smooth_sandstone_slab
550 smooth_quartz_slab
551 granite_slab
552 andesite_slab
553 red_nether_brick_slab
554 polished_andesite_slab
555 diorite_slab
556 scaffolding
557 iron_door
558 oak_door
559 spruce_door
560 birch_door
561 jungle_door
562 acacia_door
563 dark_oak_door
564 crimson_door
565 warped_door
566 repeater
567 comparator
568 structure_block
569 jigsaw
570 turtle_helmet
571 scute
572 flint_and_steel
573 apple
574 bow
575 arrow
576 coal
577 charcoal
578 diamond
579 iron_ingot
580 gold_ingot
581 netherite_ingot
582 netherite_scrap
583 wooden_sword
584 wooden_shovel
585 wooden_pickaxe
586 wooden_axe
587 wooden_hoe
588 stone_sword
589 stone_shovel
590 stone_pickaxe
591 stone_axe
592 stone_hoe
593 golden_sword
594 golden_shovel
595 golden_pickaxe
596 golden_axe
597 golden_hoe
598 iron_sword
599 iron_shovel
600 iron_pickaxe
601 iron_axe
602 iron_hoe
603 diamond_sword
604 diamond_shovel
605 diamond_pickaxe
606 diamond_axe
607 diamond_hoe
608 netherite_sword
609 netherite_shovel
610 netherite_pickaxe
611 netherite_axe
612 netherite_hoe
613 stick
614 bowl
615 mushroom_stew
616 string
617 feather
618 gunpowder
619 wheat_seeds
620 wheat
621 bread
622 leather_helmet
623 leather_chestplate
624 leather_leggings
625 leather_boots
626 chainmail_helmet
627 chainmail_chestplate
628 chainmail_leggings
629 chainmail_boots
630 iron_helmet
631 iron_chestplate
632 iron_leggings
633 iron_boots
634 diamond_helmet
635 diamond_chestplate
636 diamond_leggings
637 diamond_boots
638 golden_helmet
639 golden_chestplate
640 golden_leggings
641 golden_boots
642 netherite_helmet
643 netherite_chestplate
644 netherite_leggings
645 netherite_boots
646 flint
647 porkchop
648 cooked_porkchop
649 painting
650 golden_apple
651 enchanted_golden_apple
652 oak_sign
653 spruce_sign
654 birch_sign
655 jungle_sign
656 acacia_sign
657 dark_oak_sign
658 crimson_sign
659 warped_sign
660 bucket
661 water_bucket
662 lava_bucket
663 minecart
664 saddle
665 redstone
666 snowball
667 oak_boat
668 leather
669 milk_bucket
670 pufferfish_bucket
671 salmon_bucket
672 cod_bucket
673 tropical_fish_bucket
674 brick
675 clay_ball
676 dried_kelp_block
677 paper
678 book
679 slime_ball
680 chest_minecart
681 furnace_minecart
682 egg
683 compass
684 fishing_rod
685 clock
686 glowstone_dust
687 cod
688 salmon
689 tropical_fish
690 pufferfish
691 cooked_cod
692 cooked_salmon
693 ink_sac
694 cocoa_beans
695 lapis_lazuli
696 white_dye
697 orange_dye
698 magenta_dye
699 light_blue_dye
700 yellow_dye
701 lime_dye
702 pink_dye
703 gray_dye
704 light_gray_dye
705 cyan_dye
706 purple_dye
707 blue_dye
708 brown_dye
709 green_dye
710 red_dye
711 black_dye
712 bone_meal
713 bone
714 sugar
715 cake
716 white_bed
717 orange_bed
718 magenta_bed
719 light_blue_bed
720 yellow_bed
721 lime_bed
722 pink_bed
723 gray_bed
724 light_gray_bed
725 cyan_bed
726 purple_bed
727 blue_bed
728 brown_bed
729 green_bed
730 red_bed
731 black_bed
732 cookie
733 filled_map
734 shears
735 melon_slice
736 dried_kelp
737 pumpkin_seeds
738 melon_seeds
739 beef
740 cooked_beef
741 chicken
742 cooked_chicken
743 rotten_flesh
744 ender_pearl
745 blaze_rod
746 ghast_tear
747 gold_nugget
748 nether_wart
749 potion
750 glass_bottle
751 spider_eye
752 fermented_spider_eye
753 blaze_powder
754 magma_cream
755 brewing_stand
756 cauldron
757 ender_eye
758 glistering_melon_slice
759 bat_spawn_egg
760 bee_spawn_egg
761 blaze_spawn_egg
762 cat_spawn_egg
763 cave_spider_spawn_egg
764 chicken_spawn_egg
765 cod_spawn_egg
766 cow_spawn_egg
767 creeper_spawn_egg
768 dolphin_spawn_egg
769 donkey_spawn_egg
770 drowned_spawn_egg
771 elder_guardian_spawn_egg
772 enderman_spawn_egg
773 endermite_spawn_egg
774 evoker_spawn_egg
775 fox_spawn_egg
776 ghast_spawn_egg
777 guardian_spawn_egg
778 hoglin_spawn_egg
779 horse_spawn_egg
780 husk_spawn_egg
781 llama_spawn_egg
782 magma_cube_spawn_egg
783 mooshroom_spawn_egg
784 mule_spawn_egg
785 ocelot_spawn_egg
786 panda_spawn_egg
787 parrot_spawn_egg
788 phantom_spawn_egg
789 pig_spawn_egg
790 piglin_spawn_egg
791 piglin_brute_spawn_egg
792 pillager_spawn_egg
793 polar_bear_spawn_egg
794 pufferfish_spawn_egg
795 rabbit_spawn_egg
796 ravager_spawn_egg
797 salmon_spawn_egg
798 sheep_spawn_egg
799 shulker_spawn_egg
800 silverfish_spawn_egg
801 skeleton_spawn_egg
802 skeleton_horse_spawn_egg
803 slime_spawn_egg
804 spider_spawn_egg
805 squid_spawn_egg
806 stray_spawn_egg
807 strider_spawn_egg
808 trader_llama_spawn_egg
809 tropical_fish_spawn_egg
810 turtle_spawn_egg
811 vex_spawn_egg
812 villager_spawn_egg
813 vindicator_spawn_egg
814 wandering_trader_spawn_egg
815 witch_spawn_egg
816 wither_skeleton_spawn_egg
817 wolf_spawn_egg
818 zoglin_spawn_egg
819 zombie_spawn_egg
820 zombie_horse_spawn_egg
821 zombie_villager_spawn_egg
822 zombified_piglin_spawn_egg
823 experience_bottle
824 fire_charge
825 writable_book
826 written_book
827 emerald
828 item_frame
829 flower_pot
830 carrot
831 potato
832 baked_potato
833 poisonous_potato
834 map
835 golden_carrot
836 skeleton_skull
837 wither_skeleton_skull
838 player_head
839 zombie_head
840 creeper_head
841 dragon_head
842 carrot_on_a_stick
843 warped_fungus_on_a_stick
844 nether_star
845 pumpkin_pie
846 firework_rocket
847 firework_star
848 enchanted_book
849 nether_brick
850 quartz
851 tnt_minecart
852 hopper_minecart
853 prismarine_shard
854 prismarine_crystals
855 rabbit
856 cooked_rabbit
857 rabbit_stew
858 rabbit_foot
859 rabbit_hide
860 armor_stand
861 iron_horse_armor
862 golden_horse_armor
863 diamond_horse_armor
864 leather_horse_armor
865 lead
866 name_tag
867 command_block_minecart
868 mutton
869 cooked_mutton
870 white_banner
871 orange_banner
872 magenta_banner
873 light_blue_banner
874 yellow_banner
875 lime_banner
876 pink_banner
877 gray_banner
878 light_gray_banner
879 cyan_banner
880 purple_banner
881 blue_banner
882 brown_banner
883 green_banner
884 red_banner
885 black_banner
886 end_crystal
887 chorus_fruit
888 popped_chorus_fruit
889 beetroot
890 beetroot_seeds
891 beetroot_soup
892 dragon_breath
893 splash_potion
894 spectral_arrow
895 tipped_arrow
896 lingering_potion
897 shield
898 elytra
899 spruce_boat
900 birch_boat
901 jungle_boat
902 acacia_boat
903 dark_oak_boat
904 totem_of_undying
905 shulker_shell
906 iron_nugget
907 knowledge_book
908 debug_stick
909 music_disc_13
910 music_disc_cat
911 music_disc_blocks
912 music_disc_chirp
913 music_disc_far
914 music_disc_mall
915 music_disc_mellohi
916 music_disc_stal
917 music_disc_strad
918 music_disc_ward
919 music_disc_11
920 music_disc_wait
921 music_disc_pigstep
922 trident
923 phantom_membrane
924 nautilus_shell
925 heart_of_the_sea
926 crossbow
927 suspicious_stew
928 loom
929 flower_banner_pattern
930 creeper_banner_pattern
931 skull_banner_pattern
932 mojang_banner_pattern
933 globe_banner_pattern
934 piglin_banner_pattern
935 composter
936 barrel
937 smoker
938 blast_furnace
939 cartography_table
940 fletching_table
941 grindstone
942 lectern
943 smithing_table
944 stonecutter
945 bell
946 lantern
947 soul_lantern
948 sweet_berries
949 campfire
950 soul_campfire
951 shroomlight
952 honeycomb
953 bee_nest
954 beehive
955 honey_bottle
956 honey_block
957 honeycomb_block
958 lodestone
959 netherite_block
960 ancient_debris
961 target
962 crying_obsidian
963 blackstone
964 blackstone_slab
965 blackstone_stairs
966 gilded_blackstone
967 polished_blackstone
968 polished_blackstone_slab
969 polished_blackstone_stairs
970 chiseled_polished_blackstone
971 polished_blackstone_bricks
972 polished_blackstone_brick_slab
973 polished_blackstone_brick_stairs
974 cracked_polished_blackstone_bricks
975 respawn_anchor
976 deepslate
977 cobbled_deepslate
978 polished_deepslate
979 calcite
980 tuff
981 dripstone_block
982 rooted_dirt
983 deepslate_coal_ore
984 deepslate_iron_ore
985 copper_ore
986 deepslate_copper_ore
987 deepslate_gold_ore
988 deepslate_redstone_ore
989 deepslate_emerald_ore
990 deepslate_lapis_ore
991 deepslate_diamond_ore
992 raw_iron_block
993 raw_copper_block
994 raw_gold_block
995 amethyst_block
996 budding_amethyst
997 copper_block
998 exposed_copper
999 weathered_copper
1000 oxidized_copper
1001 cut_copper
1002 exposed_cut_copper
1003 weathered_cut_copper
1004 oxidized_cut_copper
1005 cut_copper_stairs
1006 exposed_cut_copper_stairs
1007 weathered_cut_copper_stairs
1008 oxidized_cut_copper_stairs
1009 cut_copper_slab
1010 exposed_cut_copper_slab
1011 weathered_cut_copper_slab
1012 oxidized_cut_copper_slab
1013 waxed_copper_block
1014 waxed_exposed_copper
1015 waxed_weathered_copper
