class id name
AbstractArrow 7 flags
AbstractArrow 8 owner
AbstractArrow 9 pierce_level
AbstractChestedHorse 18 chest
AbstractFish 15 from_bucket
AbstractHorse 16 flags
AbstractHorse 17 owner_uuid
AbstractMinecart 7 hurt
AbstractMinecart 8 hurtdir
AbstractMinecart 9 damage
AbstractMinecart 10 display_block
AbstractMinecart 11 display_offset
AbstractMinecart 12 custom_display
AbstractVillager 16 unhappy_counter
AgeableMob 15 baby
Entity 0 shared_flags
Entity 1 air_supply
Entity 2 custom_name
Entity 3 custom_name_visible
Entity 4 silent
Entity 5 no_gravity
Entity 6 pose
Fireball 7 item_stack
LivingEntity 7 living_entity_flags
LivingEntity 8 health
LivingEntity 9 effect_color
LivingEntity 10 effect_ambience
LivingEntity 11 arrow_count
LivingEntity 12 stinger_count
LivingEntity 13 sleeping_pos
Mob 14 mob_flags
Raider 15 is_celebrating
SpellcasterIllager 16 spell_casting
TamableAnimal 16 flags
TamableAnimal 17 owneruuid
ThrowableItemProjectile 7 item_stack
minecraft:area_effect_cloud 7 radius
minecraft:area_effect_cloud 8 color
minecraft:area_effect_cloud 9 waiting
minecraft:area_effect_cloud 10 particle
minecraft:armor_stand 14 client_flags
minecraft:armor_stand 15 head_pose
minecraft:armor_stand 16 body_pose
minecraft:armor_stand 17 left_arm_pose
minecraft:armor_stand 18 right_arm_pose
minecraft:armor_stand 19 left_leg_pose
minecraft:armor_stand 20 right_leg_pose
minecraft:arrow 10 effect_color
minecraft:bat 15 flags
minecraft:bee 16 flags
minecraft:bee 17 remaining_anger_time
minecraft:blaze 15 flags
minecraft:boat 7 hurt
minecraft:boat 8 hurtdir
minecraft:boat 9 damage
minecraft:boat 10 type
minecraft:boat 11 paddle_left
minecraft:boat 12 paddle_right
minecraft:boat 13 bubble_time
minecraft:cat 18 variant
minecraft:cat 19 is_lying
minecraft:cat 20 relax_state_one
minecraft:cat 21 collar_color
minecraft:command_block_minecart 13 command_name
minecraft:command_block_minecart 14 last_output
minecraft:creeper 15 swell_dir
minecraft:creeper 16 is_powered
minecraft:creeper 17 is_ignited
minecraft:dolphin 15 treasure_pos
minecraft:dolphin 16 got_fish
minecraft:dolphin 17 moistness_level
minecraft:end_crystal 7 beam_target
minecraft:end_crystal 8 show_bottom
minecraft:ender_dragon 15 phase
minecraft:enderman 15 carry_state
minecraft:enderman 16 creepy
minecraft:enderman 17 stared_at
minecraft:eye_of_ender 7 item_stack
minecraft:falling_block 7 start_pos
minecraft:firework_rocket 7 fireworks_item
minecraft:firework_rocket 8 attached_to_target
minecraft:firework_rocket 9 shot_at_angle
minecraft:fishing_bobber 7 hooked_entity
minecraft:fishing_bobber 8 biting
minecraft:fox 16 type
minecraft:fox 17 flags
minecraft:fox 18 trusted_0
minecraft:fox 19 trusted_1
minecraft:furnace_minecart 13 fuel
minecraft:ghast 15 is_charging
minecraft:guardian 15 moving
minecraft:guardian 16 attack_target
minecraft:horse 18 type_variant
minecraft:iron_golem 15 flags
minecraft:item 7 item
minecraft:item_frame 7 item
minecraft:item_frame 8 rotation
minecraft:llama 19 strength
minecraft:llama 20 swag
minecraft:llama 21 variant
minecraft:mooshroom 16 type
minecraft:ocelot 16 trusting
minecraft:painting 7 painting_variant
minecraft:panda 16 unhappy_counter
minecraft:panda 17 sneeze_counter
minecraft:panda 18 eat_counter
minecraft:panda 19 main_gene
minecraft:panda 20 hidden_gene
minecraft:panda 21 flags
minecraft:parrot 18 variant
minecraft:phantom 15 size
minecraft:pig 16 saddle
minecraft:pig 17 boost_time
minecraft:pillager 16 is_charging_crossbow
minecraft:player 14 player_absorption
minecraft:player 15 score
minecraft:player 16 player_mode_customisation
minecraft:player 17 player_main_hand
minecraft:player 18 shoulder_left
minecraft:player 19 shoulder_right
minecraft:polar_bear 16 standing
minecraft:pufferfish 16 puff_state
minecraft:rabbit 16 type
minecraft:sheep 16 wool
minecraft:shulker 15 attach_pos
minecraft:shulker 16 attach_face
minecraft:shulker 17 peek
minecraft:shulker 18 color
minecraft:skeleton 15 stray_conversion
minecraft:slime 15 size
minecraft:snow_golem 15 pumpkin
minecraft:spider 15 flags
minecraft:tnt 7 fuse
minecraft:trident 10 loyalty
minecraft:trident 11 foil
minecraft:tropical_fish 16 type_variant
minecraft:turtle 16 home_pos
minecraft:turtle 17 has_egg
minecraft:turtle 18 laying_egg
minecraft:turtle 19 travel_pos
minecraft:turtle 20 going_home
minecraft:turtle 21 travelling
minecraft:vex 15 flags
minecraft:villager 17 villager
minecraft:witch 16 using_item
minecraft:wither 15 target_a
minecraft:wither 16 target_b
minecraft:wither 17 target_c
minecraft:wither 18 inv
minecraft:wither_skull 7 dangerous
minecraft:wolf 18 interested
minecraft:wolf 19 collar_color
minecraft:zombie 15 baby
minecraft:zombie 16 special_type
minecraft:zombie 17 drowned_conversion
minecraft:zombie_villager 18 converting
minecraft:zombie_villager 19 villager
