id name oldName remapTo
0 protection
1 fire_protection
2 feather_falling
3 blast_protection
4 projectile_protection
5 respiration
6 aqua_affinity
7 thorns
8 depth_strider
9 frost_walker
10 binding_curse
11 soul_speed
12 swift_sneak
13 sharpness
14 smite
15 bane_of_arthropods
16 knockback
17 fire_aspect
18 looting
19 sweeping
20 efficiency
21 silk_touch
22 unbreaking
23 fortune
24 power
25 punch
26 flame
27 infinity
28 luck_of_the_sea
29 lure
30 loyalty
31 impaling
32 riptide
33 channeling
34 multishot
35 quick_charge
36 piercing
37 mending
38 vanishing_curse
